sa3_name16,sa3_code16,m_y12_equivalent_indigenous,m_y12_equivalent_non_indig,m_y12_equiv_indigstat_ns,m_y12_equivalent_tot,m_y11_equivalent_indigenous,m_y11_equiv_non_indig,m_y11_equiv_indigstat_ns,m_y11_equivalent_tot,m_y10_equivalent_indigenous,m_y10_equiv_non_indig,m_y10_equiv_indigstat_ns,m_y10_equivalent_tot,m_y9_equivalent_indigenous,m_y9_equiv_non_indig,m_y9_equiv_indigstat_ns,m_y9_equivalent_tot,m_y8_below_indigenous,m_y8_below_non_indig,m_y8_below_indigstat_ns,m_y8_below_tot,m_did_not_go_to_school_indig,m_did_not_go_to_sch_non_indig,m_di_no_go_to_sch_indst_ns,m_did_not_go_to_school_tot,m_highest_yr_school_ns_indig,m_highest_yr_sch_ns_non_indig,m_highe_yr_sch_ns_indst_ns,m_highest_yr_school_ns_tot,m_tot_indigenous,m_tot_non_indigenous,m_tot_indigstat_ns,m_tot_tot,f_y12_equivalent_indigenous,f_y12_equivalent_non_indig,f_y12_equiv_indigstat_ns,f_y12_equivalent_tot,f_y11_equivalent_indigenous,f_y11_equiv_non_indig,f_y11_equiv_indigstat_ns,f_y11_equivalent_tot,f_y10_equivalent_indigenous,f_y10_equiv_non_indig,f_y10_equiv_indigstat_ns,f_y10_equivalent_tot,f_y9_equivalent_indigenous,f_y9_equiv_non_indig,f_y9_equiv_indigstat_ns,f_y9_equivalent_tot,f_y8_below_indigenous,f_y8_below_non_indig,f_y8_below_indigstat_ns,f_y8_below_tot,f_did_not_go_to_school_indig,f_did_not_go_to_sch_non_indig,f_di_no_go_to_sch_indst_ns,f_did_not_go_to_school_tot,f_highest_yr_school_ns_indig,f_highest_yr_sch_ns_non_indig,f_highe_yr_sch_ns_indst_ns,f_highest_yr_school_ns_tot,f_tot_indigenous,f_tot_non_indigenous,f_tot_indigstat_ns,f_tot_tot,p_y12_equivalent_indigenous,p_y12_equivalent_non_indig,p_y12_equiv_indigstat_ns,p_y12_equivalent_tot,p_y11_equivalent_indigenous,p_y11_equiv_non_indig,p_y11_equiv_indigstat_ns,p_y11_equivalent_tot,p_y10_equivalent_indigenous,p_y10_equiv_non_indig,p_y10_equiv_indigstat_ns,p_y10_equivalent_tot,p_y9_equivalent_indigenous,p_y9_equiv_non_indig,p_y9_equiv_indigstat_ns,p_y9_equivalent_tot,p_y8_below_indigenous,p_y8_below_non_indig,p_y8_below_indigstat_ns,p_y8_below_tot,p_did_not_go_to_school_indig,p_did_not_go_to_sch_non_indig,p_di_no_go_to_sch_indst_ns,p_did_not_go_to_school_tot,p_highest_yr_school_ns_indig,p_highest_yr_sch_ns_non_indig,p_highe_yr_sch_ns_indst_ns,p_highest_yr_school_ns_tot,p_tot_indigenous,p_tot_non_indigenous,p_tot_indigstat_ns,p_tot_tot
Brighton,60101,97,1583,20,1703,41,496,9,540,155,2057,31,2239,57,500,9,561,31,254,7,292,3,26,3,31,32,223,337,590,415,5138,408,5960,152,1907,17,2080,70,618,7,693,157,2102,27,2288,43,531,8,586,28,212,3,241,0,9,0,13,22,243,378,641,474,5625,441,6543,253,3488,41,3778,105,1113,17,1237,309,4163,55,4529,94,1028,19,1145,62,466,12,535,5,34,3,45,58,462,715,1234,887,10760,850,12503
Hobart - North East,60102,172,8545,43,8763,57,1599,22,1677,193,5355,41,5588,57,1085,16,1162,29,600,25,652,3,58,0,61,81,889,834,1806,603,18132,975,19708,232,9649,68,9950,75,1791,22,1886,183,5838,64,6076,51,1216,21,1284,26,781,13,824,0,54,0,55,33,659,868,1558,596,19994,1055,21640,405,18194,113,18707,133,3388,42,3560,376,11193,98,11670,105,2300,35,2449,62,1380,36,1474,5,115,0,122,119,1544,1697,3363,1199,38125,2026,41349
Hobart - North West,60103,229,6677,56,6960,86,1602,12,1707,258,6109,70,6435,65,1509,32,1605,50,1062,19,1128,3,191,5,196,38,685,1175,1898,723,17838,1366,19930,275,7309,51,7630,105,1778,15,1902,298,6395,68,6762,76,1671,35,1788,37,1233,29,1305,5,226,3,238,45,867,1252,2164,846,19478,1458,21782,503,13989,107,14591,191,3386,27,3608,557,12501,139,13198,141,3182,71,3396,89,2292,51,2434,12,414,10,435,80,1554,2421,4062,1573,37313,2829,41713
Hobart - South and West,60104,93,6181,41,6311,32,856,6,891,155,2716,20,2891,32,465,3,498,14,272,3,289,0,17,0,23,7,237,495,740,336,10742,566,11642,152,7266,49,7467,38,936,12,991,124,2911,29,3067,29,528,5,558,19,298,4,318,0,18,0,18,9,290,481,786,373,12241,583,13201,245,13441,90,13781,76,1794,19,1884,279,5630,49,5958,57,994,14,1059,33,567,8,610,0,39,0,36,20,523,972,1517,713,22983,1156,24848
Hobart Inner,60105,150,13682,79,13914,20,1006,5,1033,46,2491,29,2565,9,477,4,493,6,389,3,404,0,75,0,79,7,320,1218,1553,248,18441,1344,20032,150,14671,67,14886,22,1023,5,1052,52,2765,24,2842,15,539,3,556,12,572,8,588,4,89,0,89,9,399,1176,1582,255,20048,1292,21596,300,28349,150,28795,45,2026,15,2084,100,5260,49,5406,25,1011,12,1048,22,962,10,991,5,164,0,167,14,723,2395,3132,501,38493,2631,41626
Sorell - Dodges Ferry,60106,54,1952,15,2019,13,558,3,576,97,2120,18,2235,21,486,11,523,17,245,5,267,3,18,0,20,7,202,335,542,215,5581,388,6186,48,2396,15,2459,23,563,3,590,81,2033,18,2140,27,439,9,473,8,214,8,227,3,9,0,8,6,203,361,566,194,5845,410,6448,102,4347,30,4477,43,1119,3,1161,179,4160,37,4376,50,927,13,994,23,462,15,494,3,20,0,29,7,401,693,1110,406,11430,798,12634
Launceston,60201,227,11840,70,12138,86,2232,23,2341,297,8940,86,9327,66,1940,32,2038,51,1311,16,1380,0,227,3,230,45,824,1832,2705,777,27315,2062,30150,257,13631,88,13972,110,2618,20,2739,318,9208,100,9624,69,2067,37,2173,55,1536,24,1616,3,290,6,298,37,1068,1967,3071,847,30409,2238,33492,487,25471,159,26108,195,4848,38,5080,624,18141,187,18947,136,4011,67,4211,99,2848,46,2994,5,516,5,528,81,1890,3799,5775,1628,57727,4294,63643
Meander Valley - West Tamar,60202,32,2500,32,2566,24,622,6,656,78,3199,48,3327,22,862,8,895,19,481,12,511,3,24,0,27,7,290,552,852,182,7984,663,8826,66,3213,31,3311,21,843,10,874,78,2828,18,2923,25,722,13,763,6,345,3,355,0,14,0,14,5,324,539,874,203,8288,622,9108,99,5708,66,5877,41,1468,18,1526,152,6028,72,6250,41,1588,29,1654,20,826,16,861,3,37,0,40,16,618,1094,1726,378,16267,1289,17935
North East,60203,59,3616,42,3712,35,1119,3,1157,178,5583,59,5822,54,1488,21,1571,35,883,15,935,4,53,3,63,28,622,1042,1692,401,13363,1187,14951,124,4723,49,4897,47,1262,12,1320,153,4803,54,5009,45,1258,26,1332,20,691,8,719,0,23,0,24,17,621,960,1604,415,13385,1112,14906,187,8340,91,8612,84,2379,19,2480,327,10385,116,10827,104,2752,45,2902,60,1571,23,1655,6,81,3,85,47,1245,2003,3292,816,26745,2297,29856
Central Highlands (Tas.),60301,24,1103,19,1147,13,356,10,379,67,1695,16,1781,16,486,14,519,25,287,4,307,0,9,0,12,24,186,296,512,182,4121,359,4663,55,1299,10,1369,19,381,3,408,75,1337,14,1430,13,330,11,354,8,164,3,176,0,7,0,11,22,174,248,443,203,3701,295,4194,83,2402,25,2517,38,741,11,787,144,3032,31,3214,34,824,26,877,29,448,6,488,5,14,0,22,45,361,544,952,380,7825,648,8856
Huon - Bruny Island,60302,110,2772,33,2915,47,639,8,694,193,2108,32,2332,72,522,9,594,40,308,12,359,3,14,0,20,23,243,448,716,485,6601,538,7630,148,3172,37,3360,58,628,9,698,210,1869,35,2114,41,423,15,478,26,245,0,270,0,15,0,14,29,241,442,711,514,6592,543,7642,257,5946,66,6278,103,1264,18,1390,406,3975,66,4450,113,945,18,1075,70,553,14,629,3,28,0,30,51,484,891,1423,1002,13195,1080,15275
South East Coast,60303,19,812,8,838,6,179,0,191,41,961,10,1007,13,329,4,347,13,165,6,181,0,9,0,9,8,135,236,380,97,2591,271,2959,34,913,5,958,9,194,0,206,40,837,16,894,7,259,3,270,7,98,0,108,0,14,0,14,10,138,248,388,107,2455,272,2836,52,1730,14,1794,18,374,0,392,78,1801,22,1901,26,584,7,618,22,261,6,291,0,20,0,20,10,273,485,775,205,5050,544,5794
Holdfast Bay,40301,29,7680,33,7742,9,1969,17,1995,20,1556,9,1588,3,337,6,347,5,364,3,369,0,86,0,84,0,309,733,1048,79,12302,804,13180,48,8512,36,8594,14,2036,10,2066,13,1974,21,2008,6,466,3,470,5,492,3,504,3,54,4,55,3,510,783,1302,86,14047,858,14999,79,16191,72,16336,30,4007,26,4070,30,3533,30,3589,6,806,8,819,5,859,12,871,4,137,3,143,3,824,1521,2348,162,26348,1664,28174
Marion,40302,130,18956,102,19183,62,5598,41,5706,54,4416,34,4507,23,1224,10,1251,23,1296,19,1339,11,207,0,220,16,757,1301,2076,315,32446,1517,34273,134,21244,110,21490,75,5333,33,5436,73,5079,44,5200,23,1415,11,1450,18,1821,28,1871,0,274,3,280,17,1013,1363,2399,338,36184,1603,38126,267,40197,212,40680,135,10928,77,11143,129,9495,81,9705,46,2638,26,2709,41,3116,54,3210,7,483,3,499,33,1770,2669,4469,655,68631,3116,72405
Burnie - Ulverstone,60401,199,4354,26,4577,139,1409,14,1558,409,6437,87,6932,118,1751,21,1889,72,1132,24,1226,8,69,0,75,41,659,975,1673,981,15818,1147,17945,331,5519,50,5898,146,1689,22,1864,445,6455,72,6966,106,1746,38,1887,54,1051,28,1139,0,62,0,62,55,840,992,1886,1141,17366,1198,19703,529,9879,75,10481,288,3098,35,3420,848,12892,155,13903,223,3495,61,3775,123,2185,54,2364,4,129,0,139,101,1500,1971,3564,2120,33182,2343,37649
Devonport,60402,159,4315,37,4511,58,1319,14,1399,352,6261,58,6675,89,1558,23,1670,56,860,15,941,3,45,0,54,32,580,937,1544,762,14944,1085,16789,232,5459,43,5736,112,1549,7,1670,332,6261,56,6651,97,1545,33,1676,49,830,29,909,4,47,3,56,34,709,933,1672,861,16407,1095,18367,395,9778,81,10247,173,2873,21,3066,689,12524,112,13325,185,3103,58,3344,111,1693,43,1846,8,89,3,103,62,1291,1863,3218,1619,31351,2183,35157
West Coast,60403,88,1494,18,1604,60,533,10,603,255,2518,49,2820,67,641,19,721,43,369,10,417,3,20,0,21,40,243,440,725,555,5820,538,6914,153,1834,26,2013,87,626,3,717,240,2056,26,2321,58,500,6,564,19,254,12,286,0,12,0,12,20,228,416,660,571,5507,486,6576,236,3334,47,3616,151,1157,19,1323,496,4570,76,5145,122,1136,21,1282,63,628,19,704,3,28,0,36,63,473,856,1388,1128,11329,1028,13486
Darwin City,70101,141,6666,30,6833,64,1028,10,1101,116,1302,13,1431,28,218,5,253,42,180,3,225,10,45,0,52,52,220,1516,1793,443,9669,1573,11691,175,6259,23,6460,76,680,4,764,112,890,12,1015,48,134,3,189,45,185,0,227,7,43,3,44,48,179,1126,1352,500,8375,1167,10043,315,12923,56,13292,137,1711,14,1864,220,2198,21,2445,81,356,6,441,79,371,8,455,12,82,0,99,105,397,2639,3140,949,18042,2745,21736
Darwin Suburbs,70102,418,10388,77,10886,228,1998,22,2243,296,2778,35,3104,80,571,13,668,113,681,13,807,17,141,0,158,111,485,2023,2618,1260,17049,2180,20488,515,11188,79,11778,306,1508,21,1831,344,2250,20,2621,116,491,6,617,122,704,12,841,15,191,5,206,133,393,1883,2411,1546,16731,2026,20300,937,21577,149,22663,530,3501,42,4073,639,5028,58,5723,199,1070,16,1285,235,1383,31,1649,29,334,9,372,240,882,3912,5032,2805,33777,4211,40792
Litchfield,70103,152,3145,35,3342,95,1335,23,1454,145,2383,36,2571,30,404,4,442,41,266,3,310,5,40,0,47,741,447,2144,3329,1216,8026,2254,11492,181,3048,40,3267,63,851,10,923,117,1318,21,1453,26,230,3,258,32,169,6,199,6,27,0,33,80,167,826,1072,502,5807,906,7217,333,6196,77,6610,153,2192,40,2379,269,3702,60,4028,61,637,7,698,68,428,11,511,10,69,0,78,822,619,2966,4406,1719,13835,3159,18710
Palmerston,70104,299,5243,40,5589,207,1557,11,1780,260,2302,22,2588,80,393,3,472,47,213,0,269,14,38,0,59,58,247,991,1296,974,9997,1078,12049,371,5923,49,6350,206,1239,16,1457,296,1749,16,2065,79,324,5,407,58,241,0,305,12,52,0,62,78,209,970,1255,1103,9742,1054,11899,673,11172,92,11938,415,2804,26,3240,559,4047,40,4649,159,715,11,884,109,455,7,570,27,95,0,120,133,454,1959,2552,2079,19740,2136,23950
Alice Springs,70201,526,4250,36,4812,329,1059,14,1406,654,1439,31,2123,447,322,4,769,1002,237,9,1250,262,34,0,296,1091,236,1371,2695,4308,7585,1463,13354,687,5209,40,5940,472,858,15,1346,831,1126,19,1975,532,201,4,734,1173,162,7,1334,318,21,0,337,768,178,1360,2312,4784,7756,1442,13985,1218,9462,72,10749,801,1920,30,2754,1484,2565,51,4104,970,524,6,1506,2174,396,19,2588,581,59,0,638,1860,414,2734,5014,9090,15338,2912,27341
Barkly,70202,131,347,7,483,113,80,0,196,220,189,4,420,140,53,0,193,314,40,0,357,78,4,0,83,195,32,142,369,1185,749,156,2093,145,393,7,554,138,77,0,213,241,111,3,357,155,26,3,181,299,16,0,320,60,0,0,59,123,39,118,274,1162,669,131,1963,279,744,12,1028,246,157,3,405,466,304,6,776,294,81,4,375,613,60,0,679,133,3,0,140,322,68,264,652,2344,1413,289,4051
Daly - Tiwi - West Arnhem,70203,556,789,12,1366,548,212,5,766,936,516,14,1459,384,140,4,526,498,109,3,613,121,14,0,132,466,97,487,1055,3508,1878,532,5920,642,791,14,1439,603,155,5,769,1002,321,14,1337,403,55,0,459,536,53,0,592,109,11,0,119,510,55,371,938,3810,1444,404,5658,1202,1580,29,2804,1154,371,9,1537,1937,837,23,2797,791,191,6,991,1035,166,7,1207,230,24,0,254,979,157,863,1991,7316,3319,939,11578
East Arnhem,70204,547,744,4,1296,322,171,3,493,530,296,3,834,344,45,0,392,523,19,0,541,59,3,0,61,436,82,217,739,2768,1357,228,4358,701,843,7,1547,422,110,0,526,544,182,4,728,312,25,0,333,507,13,3,522,60,0,0,62,400,50,181,624,2934,1225,194,4354,1245,1590,15,2845,744,276,4,1019,1072,482,5,1558,656,72,0,725,1030,33,3,1068,122,7,0,122,834,129,398,1362,5700,2583,430,8709
Katherine,70205,345,1459,19,1834,356,353,4,720,639,727,17,1384,395,191,3,585,508,146,3,651,185,12,0,194,353,126,1032,1511,2781,3019,1081,6883,381,1562,21,1965,521,264,6,787,705,506,13,1223,387,99,3,493,462,76,0,542,167,3,0,172,354,97,870,1320,2979,2621,917,6507,728,3027,39,3799,877,618,6,1509,1342,1233,34,2608,781,292,7,1079,966,223,4,1191,352,19,0,363,710,225,1896,2834,5756,5638,1994,13391
Belconnen,80101,275,25666,109,26048,46,1458,14,1523,107,4506,27,4634,32,883,10,922,19,777,12,809,0,176,0,175,11,552,1747,2315,493,34012,1920,36430,268,26441,131,26842,48,1477,11,1530,123,5119,32,5279,43,1087,8,1137,17,1078,17,1107,0,222,3,223,20,654,1783,2461,519,36071,1984,38578,550,52103,237,52893,94,2938,27,3055,231,9620,66,9915,73,1971,19,2055,41,1855,25,1922,3,391,3,398,30,1207,3533,4769,1012,70089,3904,75007
Canberra East,80103,3,205,8,222,0,46,0,46,7,127,0,129,0,39,0,41,4,28,0,28,0,3,0,3,90,331,107,528,111,773,109,993,0,172,3,173,0,24,0,24,0,90,0,90,0,28,0,28,0,18,0,18,0,0,0,0,10,31,63,108,11,353,63,435,9,376,8,393,0,68,0,67,7,213,0,215,0,62,0,64,4,39,0,42,0,5,0,5,107,366,165,630,121,1132,175,1424
Gungahlin,80104,169,19003,65,19238,12,1015,3,1037,59,2465,12,2533,12,388,3,404,0,336,0,345,0,122,0,119,4,254,1105,1360,256,23583,1194,25040,164,19810,56,20036,22,963,5,987,63,2788,12,2864,11,473,4,491,7,467,0,482,3,155,0,155,7,282,1075,1364,277,24940,1166,26376,339,38813,120,39275,33,1982,9,2025,124,5246,33,5397,21,861,9,893,11,810,7,823,5,275,0,277,7,537,2179,2728,536,48523,2359,51414
North Canberra,80105,143,17776,68,17989,11,530,0,540,46,1228,14,1284,17,274,0,290,11,309,5,329,3,73,0,77,5,323,1685,2010,236,20505,1773,22514,137,17813,73,18018,15,435,8,453,39,1429,16,1483,12,355,4,374,6,444,4,458,0,103,0,100,3,358,1471,1832,216,20932,1566,22719,281,35588,135,36003,25,964,5,995,81,2659,30,2768,29,629,7,662,21,755,8,783,7,173,0,179,14,673,3155,3844,449,41439,3345,45234
South Canberra,80106,44,8193,29,8263,6,267,4,277,31,636,8,671,16,135,3,152,5,115,3,126,3,33,0,33,5,272,755,1029,107,9643,802,10548,66,8627,31,8719,7,274,5,290,25,915,10,954,3,173,0,179,4,188,8,200,0,41,0,41,8,377,743,1127,120,10595,792,11507,110,16819,58,16985,9,542,7,566,52,1549,17,1626,21,310,3,335,15,300,7,320,3,67,0,71,13,648,1501,2159,221,20234,1595,22054
Tuggeranong,80107,280,19907,77,20263,64,1706,13,1782,156,5462,36,5654,36,970,8,1011,27,684,3,713,4,111,0,119,11,455,1289,1759,581,29286,1425,31296,334,20949,91,21378,68,1594,15,1670,180,6265,45,6488,52,1112,12,1175,28,856,4,885,3,138,3,145,27,598,1330,1949,685,31509,1496,33694,617,40858,166,41639,124,3299,29,3452,332,11728,80,12142,90,2078,20,2190,52,1538,10,1597,10,252,3,266,39,1046,2619,3705,1272,60799,2925,64992
Weston Creek,80108,58,5915,30,6003,3,308,3,314,20,902,15,933,4,192,0,198,3,210,0,220,0,27,0,31,5,189,386,581,87,7760,436,8291,63,6269,35,6368,3,361,0,367,13,1208,7,1234,8,286,0,297,7,287,7,299,0,27,0,33,3,291,389,686,104,8725,438,9269,126,12189,64,12375,3,673,3,682,33,2112,23,2165,10,482,3,491,12,496,7,516,0,56,0,61,8,483,779,1266,197,16482,876,17554
Woden Valley,80109,80,9836,40,9953,10,388,0,401,34,1105,7,1145,9,215,3,226,3,263,0,268,0,51,0,51,3,237,755,1000,134,12094,813,13042,82,10311,41,10430,10,441,0,454,26,1563,7,1593,3,308,5,317,5,359,4,367,0,73,0,72,6,288,704,1002,131,13343,769,14236,157,20146,88,20388,19,835,0,854,61,2669,14,2738,11,525,6,543,9,623,4,631,0,121,0,122,8,526,1458,2000,262,25438,1579,27272
Molonglo,80110,7,1354,0,1364,0,45,0,45,5,97,0,102,0,11,0,11,0,6,0,6,0,3,0,3,0,26,123,149,11,1531,122,1673,9,1435,3,1451,0,62,0,62,6,117,0,119,0,12,0,12,0,15,0,15,0,4,0,4,0,30,136,166,18,1681,141,1839,14,2794,4,2814,0,108,0,108,6,214,0,221,0,26,0,26,0,18,0,18,0,13,0,13,0,51,258,313,29,3209,269,3505
Urriarra - Namadgi,80111,0,135,0,134,0,14,0,14,0,44,0,49,0,4,0,4,0,3,0,3,0,0,0,0,0,4,16,24,0,202,20,225,0,149,4,148,0,11,0,11,0,33,0,33,0,4,0,4,0,0,0,0,0,0,0,0,0,0,23,23,0,187,27,213,0,277,0,285,0,21,0,21,0,77,0,74,0,11,0,11,0,3,0,3,0,0,0,0,0,4,42,41,0,391,46,438
Christmas Island,90101,0,272,3,274,0,46,3,47,0,116,0,116,0,17,0,17,0,83,0,83,0,15,0,15,3,262,122,390,3,810,128,942,0,243,0,246,0,35,0,33,3,78,0,82,0,10,0,10,0,51,0,47,0,22,0,22,0,9,87,97,3,447,92,540,0,512,4,513,0,78,3,82,3,196,0,199,0,27,0,27,0,131,0,138,0,32,0,32,4,270,211,484,7,1253,219,1480
Cocos (Keeling) Islands,90102,0,65,0,73,0,15,0,15,3,23,0,30,0,7,0,7,0,13,0,13,0,48,3,52,0,10,13,21,3,184,17,200,0,86,0,91,0,10,0,10,0,16,0,14,0,3,0,3,0,9,0,9,0,53,0,53,0,13,16,29,3,193,13,208,0,158,3,161,0,22,0,20,4,36,0,42,0,9,0,9,0,20,0,20,0,99,3,99,0,26,25,53,3,372,29,411
Jervis Bay,90103,16,54,0,66,3,5,0,11,20,8,0,29,9,0,0,9,7,0,0,9,0,0,0,4,13,5,32,46,65,75,32,166,21,29,3,46,4,0,0,9,16,8,0,19,11,0,0,8,4,0,0,4,0,0,0,0,20,3,16,36,74,40,18,128,29,83,3,117,12,6,0,18,34,14,0,44,20,0,0,21,10,0,0,11,0,0,0,4,28,4,43,83,136,113,51,297
Norfolk Island,90104,0,266,6,271,0,46,0,42,0,206,0,206,0,50,0,50,0,8,0,12,0,3,0,3,0,28,32,58,0,602,38,638,7,356,4,365,0,50,0,54,0,213,3,220,0,22,0,28,0,10,0,10,0,3,0,3,0,25,51,75,5,688,59,758,7,618,9,636,0,100,0,99,0,420,3,420,0,73,0,74,0,21,0,19,0,3,0,3,0,54,82,134,8,1290,96,1393
