SA3_MAIN11,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot,SA3_NAME11
50704,125,56,75,25,281,143,39,67,21,270,26,13,57,6,102,63,26,125,19,233,918,92,330,43,1383,848,182,357,66,1453,964,264,327,38,1593,622,420,344,50,1436,649,529,295,49,1522,955,1262,390,72,2679,1048,1278,174,67,2567,951,2323,267,28,3569,832,1604,97,28,2561,364,917,31,5,1317,699,1641,32,12,2384,749,2091,349,16,3205,161,84,56,10,311,10117,12821,3373,555,26866,Melville
50705,117,44,70,4,235,136,34,73,3,246,35,13,151,0,199,84,32,283,6,405,1324,119,739,28,2210,1063,224,657,27,1971,885,397,421,31,1734,578,756,439,45,1818,672,942,309,29,1952,1174,2143,369,48,3734,1112,1690,131,32,2965,852,1972,128,11,2963,561,1200,53,17,1831,238,515,17,7,777,198,629,18,3,848,1098,2478,359,19,3954,221,131,124,11,487,10348,13319,4341,321,28329,Rockingham
50801,30,17,3,0,50,20,10,15,0,45,9,7,18,3,37,18,10,42,0,70,189,43,109,6,347,146,64,98,7,315,162,94,37,8,301,109,136,41,4,290,136,174,30,0,340,209,289,28,5,531,187,199,12,3,401,95,188,11,3,297,92,107,6,0,205,30,38,0,0,68,33,50,0,0,83,169,281,57,3,510,44,38,24,0,106,1678,1745,531,42,3996,Esperance
50802,20,9,10,0,39,21,17,0,0,38,4,0,20,0,24,3,3,34,0,40,117,24,59,3,203,76,42,39,5,162,97,41,25,3,166,63,56,27,3,149,76,68,11,3,158,123,132,20,4,279,107,103,10,3,223,63,101,9,3,176,70,56,0,0,126,25,21,4,0,50,26,17,0,0,43,85,173,40,0,298,37,20,30,0,87,1013,883,338,27,2261,Gascoyne
50803,26,12,21,0,59,38,17,41,3,99,3,15,81,3,102,29,20,116,3,168,198,81,198,4,481,133,100,181,8,422,154,75,105,12,346,138,141,124,10,413,192,209,99,15,515,345,613,113,16,1087,434,453,49,20,956,401,886,62,11,1360,411,536,17,12,976,186,233,9,3,431,206,306,15,4,531,338,662,99,0,1099,88,91,87,9,275,3320,4450,1417,133,9320,Goldfields
50804,33,9,28,3,73,31,45,46,7,129,9,19,183,5,216,28,38,139,5,210,137,175,199,22,533,104,200,213,38,555,114,157,143,14,428,107,200,118,24,449,137,154,101,3,395,274,364,114,11,763,394,311,44,12,761,232,286,39,3,560,262,202,13,3,480,92,77,6,0,175,121,116,9,3,249,276,499,151,10,936,58,68,78,10,214,2409,2920,1624,173,7126,Kimberley
50805,109,32,26,3,170,96,35,51,5,187,18,8,109,3,138,60,24,166,4,254,788,95,394,14,1291,491,217,285,17,1010,538,269,209,14,1030,338,403,181,20,942,443,478,129,13,1063,626,841,130,23,1620,547,654,48,17,1266,354,593,59,5,1011,251,358,20,3,632,82,131,7,3,223,128,226,3,3,360,638,1173,240,4,2055,177,112,111,6,406,5684,5649,2168,157,13658,Mid West
50806,26,21,20,3,70,15,25,21,3,64,6,10,58,0,74,6,20,62,3,91,66,34,102,9,211,46,66,94,17,223,41,55,60,5,161,57,76,60,5,198,93,91,66,4,254,213,356,76,14,659,313,316,39,12,680,479,1358,118,12,1967,566,797,37,9,1409,470,395,20,4,889,699,844,30,19,1592,348,703,106,15,1172,81,108,74,16,279,3525,5275,1043,150,9993,Pilbara
50901,129,45,33,5,212,144,37,32,0,213,39,14,86,3,142,71,39,200,8,318,950,156,429,13,1548,723,322,350,32,1427,854,417,214,29,1514,470,600,208,25,1303,568,652,107,19,1346,741,960,117,16,1834,592,685,31,13,1321,277,411,37,3,728,224,313,5,4,546,58,85,3,0,146,108,154,4,0,266,554,968,200,7,1729,133,88,64,3,288,6635,5946,2120,180,14881,Albany
50902,150,40,32,5,227,161,46,49,0,256,31,22,70,0,123,91,39,150,6,286,1054,151,311,8,1524,715,277,271,19,1282,698,337,162,14,1211,438,465,143,18,1064,511,492,83,18,1104,785,845,101,7,1738,625,564,33,4,1226,367,498,41,4,910,234,300,12,3,549,65,82,4,3,154,136,139,4,4,283,695,1189,186,12,2082,177,97,67,5,346,6933,5583,1719,130,14365,Wheat Belt - North
50903,73,25,8,3,109,66,30,20,0,116,8,7,38,3,56,36,18,64,0,118,297,102,107,3,509,262,160,100,7,529,260,189,56,3,508,161,192,51,3,407,235,202,19,7,463,293,304,35,4,636,249,185,16,6,456,124,161,7,3,295,115,93,3,3,214,21,30,0,0,51,56,61,0,0,117,238,385,66,6,695,76,32,32,0,140,2570,2176,622,51,5419,Wheat Belt - South
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (WA)
50605,62,20,22,3,107,88,24,34,7,153,16,3,49,0,68,60,11,108,3,182,660,38,245,10,953,556,107,240,20,923,587,191,195,14,987,398,361,238,18,1015,404,450,165,11,1030,683,991,228,32,1934,719,925,123,28,1795,504,1024,108,8,1644,358,631,36,13,1038,150,329,23,3,505,172,467,16,3,658,509,1165,223,6,1903,93,75,36,3,207,6019,6812,2089,182,15102,Kalamunda
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (WA)
60101,4,3,10,0,17,18,9,14,0,41,3,0,77,0,80,7,13,125,0,145,255,64,249,8,576,162,114,184,7,467,196,144,121,5,466,98,232,83,6,419,122,228,38,0,388,197,334,51,4,586,131,254,16,4,405,69,105,9,0,183,31,63,3,0,97,9,27,0,0,36,10,24,0,0,34,90,215,67,7,379,34,37,42,0,113,1436,1866,1089,41,4432,Brighton
60102,38,8,9,0,55,60,18,25,0,103,15,8,80,4,107,40,16,166,6,228,689,93,413,23,1218,648,237,386,25,1296,674,252,273,22,1221,472,468,301,21,1262,449,502,170,19,1140,668,903,213,16,1800,610,936,77,13,1636,323,561,46,4,934,261,461,15,0,737,71,168,3,4,246,102,216,4,0,322,333,704,252,11,1300,102,43,55,3,203,5555,5594,2488,171,13808,Hobart - North East
60103,36,16,23,0,75,64,20,46,3,133,15,12,116,5,148,44,35,252,12,343,973,176,649,21,1819,643,332,570,51,1596,599,409,313,32,1353,433,625,323,35,1416,431,550,177,29,1187,615,941,175,17,1748,500,740,63,14,1317,162,337,41,3,543,95,208,7,3,313,29,102,3,0,134,15,80,0,0,95,303,606,275,12,1196,127,63,111,9,310,5084,5252,3144,246,13726,Hobart - North West
60104,19,8,10,0,37,37,23,17,6,83,13,3,30,0,46,24,10,66,9,109,385,54,181,5,625,381,135,234,12,762,360,181,175,10,726,316,276,151,17,760,318,335,81,5,739,455,724,123,16,1318,424,610,48,5,1087,202,470,27,3,702,154,353,6,6,519,47,135,5,0,187,55,130,6,0,191,229,462,124,5,820,48,21,16,0,85,3467,3930,1300,99,8796,Hobart - South and West
60105,56,16,23,14,109,72,7,26,11,116,16,8,27,7,58,53,4,81,9,147,379,70,200,22,671,418,104,218,28,768,474,159,166,29,828,407,237,184,29,857,393,286,146,21,846,637,600,215,24,1476,640,672,80,10,1402,426,632,95,7,1160,421,559,20,9,1009,138,243,7,4,392,214,408,0,0,622,379,644,193,4,1220,52,35,28,0,115,5175,4684,1709,228,11796,Hobart Inner
60106,9,3,18,0,30,30,6,10,3,49,0,6,27,0,33,5,7,59,0,71,303,49,129,4,485,208,106,114,6,434,202,114,81,7,404,164,183,75,3,425,155,189,45,5,394,236,344,38,3,621,162,213,16,0,391,70,133,9,0,212,58,71,0,0,129,9,20,0,0,29,16,25,0,0,41,109,218,54,5,386,33,19,14,4,70,1769,1706,689,40,4204,Sorell - Dodges Ferry
60201,47,20,21,5,93,119,27,58,9,213,20,20,143,6,189,88,38,325,10,461,1341,204,764,45,2354,1023,466,658,50,2197,936,486,435,40,1897,665,890,397,49,2001,676,864,257,35,1832,974,1477,239,38,2728,780,1147,78,16,2021,363,721,52,8,1144,293,449,17,10,769,71,205,3,0,279,103,238,0,3,344,482,959,341,11,1793,137,77,100,10,324,8118,8288,3888,345,20639,Launceston
60202,30,15,4,0,49,75,13,8,0,96,13,3,32,0,48,45,12,59,0,116,633,69,169,12,883,376,164,136,18,694,414,240,86,5,745,226,274,74,11,585,200,267,36,6,509,323,421,37,6,787,218,284,10,7,519,103,165,4,0,272,51,104,3,0,158,16,38,0,0,54,20,32,0,0,52,190,356,75,0,621,64,36,16,3,119,2997,2493,749,68,6307,Meander Valley - West Tamar
60203,43,18,13,0,74,122,30,26,0,178,15,18,83,0,116,84,20,145,4,253,1071,138,329,8,1546,666,281,268,19,1234,625,348,140,18,1131,393,457,113,8,971,350,452,73,9,884,451,622,57,4,1134,300,438,16,3,757,133,230,16,0,379,82,115,0,0,197,31,58,3,0,92,38,66,0,0,104,318,548,126,7,999,122,60,45,7,234,4844,3899,1453,87,10283,North East
60301,17,3,9,0,29,36,9,9,3,57,5,5,17,0,27,30,15,37,0,82,312,45,87,3,447,185,129,68,7,389,154,128,43,3,328,116,201,33,0,350,113,151,21,3,288,137,189,20,4,350,91,151,3,0,245,31,58,4,0,93,26,33,0,0,59,6,9,0,0,15,12,17,4,0,33,99,176,31,0,306,41,22,12,3,78,1411,1341,398,26,3176,Central Highlands (Tas.)
60302,36,4,5,3,48,44,10,7,3,64,13,7,36,0,56,28,17,60,3,108,444,69,144,4,661,337,168,136,14,655,310,164,76,3,553,206,263,68,8,545,194,224,37,3,458,249,335,35,6,625,165,198,10,0,373,74,106,7,0,187,42,63,0,0,105,14,19,3,0,36,23,30,3,0,56,154,264,62,6,486,52,23,24,0,99,2385,1964,713,53,5115,Huon - Bruny Island
60303,14,4,0,0,18,29,7,4,0,40,9,0,7,0,16,13,3,26,0,42,230,37,41,4,312,185,59,37,6,287,137,61,29,0,227,78,69,8,0,155,79,59,8,0,146,92,83,7,0,182,36,24,5,0,65,22,5,4,0,31,18,9,3,0,30,5,0,0,3,8,5,3,0,0,8,79,84,16,3,182,30,10,6,0,46,1061,517,201,16,1795,South East Coast
60401,47,16,19,3,85,136,30,31,3,200,14,20,107,0,141,65,21,231,4,321,1241,128,502,9,1880,800,315,381,37,1533,720,380,219,18,1337,435,543,206,24,1208,429,561,126,8,1124,564,917,127,7,1615,422,574,27,11,1034,177,379,23,0,579,127,211,5,0,343,35,65,3,0,103,55,79,3,0,137,358,738,228,5,1329,130,62,69,7,268,5755,5039,2307,136,13237,Burnie - Ulverstone
60402,46,7,14,5,72,122,27,32,7,188,21,9,100,0,130,58,27,192,5,282,1047,131,478,26,1682,706,271,345,31,1353,643,387,216,14,1260,437,524,183,7,1151,425,525,117,8,1075,541,836,100,4,1481,371,576,35,0,982,174,278,19,5,476,117,184,5,0,306,24,51,0,0,75,35,64,4,0,103,347,653,156,5,1161,119,60,57,8,244,5233,4610,2053,125,12021,Devonport
60403,25,3,8,0,36,45,15,11,3,74,6,3,30,0,39,30,17,70,0,117,378,48,148,9,583,260,133,106,6,505,210,144,52,5,411,180,212,59,4,455,176,224,23,0,423,279,375,28,3,685,175,210,7,5,397,104,168,5,0,277,51,73,5,0,129,13,25,0,0,38,26,30,0,0,56,140,332,65,3,540,47,27,22,0,96,2145,2039,639,38,4861,West Coast
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Tas.)
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Tas.)
70101,23,8,6,0,37,11,6,8,0,25,3,3,19,0,25,20,8,25,0,53,69,20,47,9,145,70,29,51,6,156,78,28,39,4,149,117,72,52,11,252,126,95,48,10,279,296,203,72,19,590,451,193,28,19,691,299,255,62,9,625,319,232,18,9,578,130,118,10,3,261,206,249,7,0,462,278,294,55,9,636,23,17,15,3,58,2519,1830,562,111,5022,Darwin City
70102,37,27,31,4,99,41,19,42,3,105,8,9,67,4,88,24,11,107,5,147,191,77,204,14,486,198,108,205,17,528,248,184,181,17,630,247,278,236,20,781,310,347,187,21,865,637,766,275,34,1712,710,814,130,40,1694,428,689,120,19,1256,374,627,30,6,1037,138,302,17,0,457,202,498,14,0,714,410,833,230,11,1484,68,99,99,8,274,4271,5688,2175,223,12357,Darwin Suburbs
70103,22,10,9,0,41,8,6,11,3,28,13,3,7,0,23,11,5,36,4,56,113,30,70,3,216,112,44,56,0,212,110,49,65,0,224,93,80,63,8,244,112,103,41,8,264,206,282,70,7,565,284,325,37,4,650,155,260,30,0,445,128,246,8,0,382,53,88,6,0,147,63,170,4,4,241,197,384,50,3,634,34,32,12,3,81,1714,2117,575,47,4453,Litchfield
70104,19,12,17,0,48,5,10,26,0,41,7,3,37,0,47,4,5,80,0,89,84,33,141,5,263,75,35,144,6,260,82,79,120,13,294,117,159,144,14,434,136,249,104,8,497,321,481,158,17,977,470,633,57,10,1170,243,508,44,8,803,182,351,19,6,558,64,150,4,0,218,68,190,3,0,261,244,534,134,3,915,36,39,26,3,104,2157,3471,1258,93,6979,Palmerston
80103,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,3,3,9,3,10,0,22,10,3,7,0,20,5,6,3,0,14,11,3,7,3,24,9,0,5,0,14,18,16,3,0,37,13,12,0,0,25,7,11,3,0,21,7,6,0,0,13,0,0,0,0,0,6,5,0,0,11,8,16,5,3,32,3,0,0,0,3,112,81,43,9,245,Fyshwick - Pialligo - Hume
50604,129,65,84,18,296,146,88,78,14,326,37,34,169,6,246,66,50,281,8,405,1169,242,662,37,2110,908,447,602,49,2006,793,632,480,48,1953,674,964,506,56,2200,725,1183,344,55,2307,1219,2246,441,84,3990,1237,1910,225,81,3453,658,1650,130,39,2477,468,976,68,27,1539,193,432,25,14,664,166,505,23,12,706,760,1999,437,22,3218,203,183,137,15,538,9551,13606,4692,585,28434,Gosnells
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (OT)
70202,5,6,13,0,24,18,20,15,7,60,0,8,50,0,58,5,14,22,0,41,52,54,33,5,144,29,54,34,6,123,19,38,3,0,60,17,38,18,4,77,16,26,12,0,54,48,46,9,0,103,55,33,3,5,96,28,23,5,0,56,21,18,3,0,42,3,7,0,0,10,5,5,0,0,10,27,48,24,0,99,17,51,48,11,127,365,489,292,38,1184,Barkly
70203,19,9,11,3,42,42,144,106,0,292,8,45,104,0,157,27,71,71,6,175,134,204,110,14,462,82,193,80,15,370,73,150,52,4,279,44,136,53,12,245,54,111,32,3,200,83,138,39,10,270,75,94,15,3,187,52,61,6,0,119,50,46,0,0,96,12,15,0,0,27,28,20,0,0,48,51,143,47,6,247,18,20,14,4,56,852,1600,740,80,3272,Daly - Tiwi - West Arnhem
70204,4,5,8,0,17,19,72,64,3,158,3,8,99,0,110,5,35,92,0,132,60,148,82,3,293,28,125,69,6,228,19,100,46,4,169,24,115,48,3,190,25,103,42,4,174,37,152,38,5,232,84,107,21,3,215,79,187,23,3,292,94,128,7,0,229,39,51,6,0,96,44,73,0,0,117,41,164,35,0,240,7,17,15,0,39,612,1590,695,34,2931,East Arnhem
70205,10,7,8,0,25,31,58,63,0,152,9,20,111,4,144,19,38,67,4,128,106,148,100,9,363,82,175,88,4,349,79,125,46,5,255,69,144,55,6,274,70,123,39,3,235,151,221,41,4,417,152,194,18,8,372,108,114,12,4,238,80,96,5,3,184,23,35,0,0,58,22,24,0,0,46,122,247,63,0,432,39,74,37,8,158,1172,1843,753,62,3830,Katherine
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NT)
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (NT)
70201,29,17,18,0,64,89,125,120,10,344,11,29,124,4,168,29,55,116,3,203,185,184,165,23,557,118,180,164,20,482,130,137,122,10,399,131,202,138,11,482,170,200,111,14,495,364,434,110,22,930,446,455,55,20,976,250,375,41,4,670,197,277,14,7,495,51,118,3,4,176,104,182,5,4,295,266,525,145,7,943,78,121,111,12,322,2648,3616,1562,175,8001,Alice Springs
80101,60,24,25,9,118,66,27,44,9,146,23,11,102,8,144,35,25,204,10,274,539,95,341,18,993,502,197,321,32,1052,672,276,311,27,1286,680,452,375,42,1549,693,563,291,41,1588,1221,1319,510,55,3105,1435,1573,259,80,3347,907,1578,285,24,2794,1014,1566,75,16,2671,345,766,41,11,1163,595,1279,22,6,1902,584,1199,344,12,2139,75,78,50,8,211,9446,11028,3600,408,24482,Belconnen
80102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,0,0,0,0,0,0,0,5,0,5,0,0,4,0,4,5,4,0,0,9,5,11,4,0,20,8,10,0,0,18,6,7,0,0,13,4,8,0,0,12,5,11,0,0,16,8,3,0,0,11,7,13,0,0,20,0,0,0,0,0,51,70,16,0,137,Cotter - Namadgi
80104,54,18,25,5,102,26,22,19,5,72,11,8,41,0,60,13,13,66,3,95,171,45,125,3,344,167,124,109,11,411,214,157,126,13,510,214,244,160,17,635,230,332,157,21,740,453,859,261,28,1601,762,961,94,30,1847,502,1085,156,17,1760,519,1017,40,21,1597,205,535,16,7,763,324,886,20,4,1234,252,681,126,4,1063,34,38,23,0,95,4151,7025,1564,189,12929,Gungahlin
80105,34,10,9,3,56,46,21,26,10,103,6,3,43,0,52,12,10,90,9,121,215,38,125,13,391,188,48,118,31,385,293,87,106,24,510,244,94,128,18,484,232,114,110,22,478,452,327,166,17,962,664,329,79,29,1101,520,508,147,14,1189,631,548,30,13,1222,218,298,18,5,539,567,815,7,4,1393,404,480,148,5,1037,29,15,21,3,68,4755,3745,1371,220,10091,North Canberra
80106,6,4,12,4,26,10,3,18,3,34,0,4,12,3,19,4,3,38,5,50,67,16,70,9,162,68,18,75,3,164,89,30,42,7,168,80,46,58,7,191,112,75,59,0,246,269,111,94,12,486,366,157,33,13,569,292,335,120,11,758,436,321,28,8,793,206,227,8,5,446,502,730,13,3,1248,215,344,77,0,636,25,14,16,0,55,2747,2438,773,93,6051,South Canberra
80107,51,26,15,3,95,67,19,47,4,137,21,7,114,0,142,25,25,196,4,250,460,82,370,7,919,383,169,374,24,950,463,213,310,22,1008,508,432,424,28,1392,535,517,410,29,1491,993,1473,642,56,3164,1329,1786,319,65,3499,842,1735,325,41,2943,829,1615,117,14,2575,300,880,67,10,1257,474,1606,35,3,2118,447,1396,385,15,2243,72,76,56,5,209,7799,12057,4206,330,24392,Tuggeranong
80108,4,3,10,0,17,14,9,9,0,32,3,3,28,3,37,11,4,42,0,57,135,16,74,6,231,154,48,79,3,284,180,45,77,3,305,224,74,83,8,389,196,103,84,5,388,300,281,144,10,735,316,344,56,14,730,216,413,75,11,715,268,454,24,5,751,97,261,11,3,372,193,460,10,3,666,132,350,85,0,567,26,13,13,4,56,2469,2881,904,78,6332,Weston Creek
80109,29,8,17,3,57,24,12,11,3,50,6,8,22,0,36,15,11,37,4,67,198,27,75,4,304,202,50,80,9,341,269,65,84,14,432,247,100,109,11,467,287,131,99,10,527,429,325,165,19,938,429,350,85,12,876,316,525,127,14,982,377,554,43,7,981,161,337,16,3,517,350,866,15,3,1234,243,479,118,7,847,35,22,22,3,82,3617,3870,1125,126,8738,Woden
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (ACT)
90101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,0,0,11,0,4,0,0,4,11,0,3,0,14,10,11,7,0,28,10,5,3,3,21,18,27,5,0,50,23,23,5,3,54,19,23,3,0,45,11,18,3,0,32,4,10,0,0,14,4,16,0,0,20,9,24,3,0,36,6,3,0,0,9,132,168,35,6,341,Christmas Island
90102,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,3,0,0,13,11,9,0,0,20,9,11,0,0,20,0,10,4,0,14,4,9,0,0,13,3,7,0,0,10,4,6,0,0,10,5,11,0,0,16,4,6,0,0,10,0,3,0,0,3,0,0,0,0,0,5,23,3,0,31,6,0,0,0,6,64,101,7,0,172,Cocos (Keeling) Islands
90103,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,7,0,7,3,3,7,0,13,0,3,3,0,6,0,5,4,0,9,0,0,3,0,3,0,6,0,0,6,3,3,0,0,6,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,9,27,32,0,68,Jervis Bay
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (OT)
