LGA_MAIN11,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
23190,35,47,82,1124,1352,2476,0,0,0,38,51,89,0,0,0,1728,1821,3549,125,158,283,20,14,34,9,19,28,12,19,31,974,1045,2019,5,5,10,8,7,15,116,122,238,232,211,443,48,85,133,25,34,59,1648,2031,3679,144,166,310,5,8,13,6261,7148,13409,32,24,56,39,40,79,5,3,8,0,3,3,17,22,39,17,25,42,2133,1821,3954,87,49,136,799,713,1512,9408,9870,19278,Horsham (RC)
23270,1838,2008,3846,6443,7383,13826,600,613,1213,581,624,1205,88,95,183,29142,30588,59730,84,109,193,3610,3624,7234,281,298,579,350,361,711,265,336,601,377,377,754,270,290,560,471,589,1060,1257,1381,2638,176,210,386,125,126,251,1934,2406,4340,1241,1423,2664,75,77,152,47370,50910,98280,1275,1158,2433,13355,13302,26657,25,16,41,9,16,25,1038,810,1848,1047,826,1873,11493,9910,21403,601,438,1039,6020,5970,11990,83024,84538,167562,Hume (C)
23350,39,64,103,1516,1713,3229,0,0,0,92,92,184,3,4,7,1647,1753,3400,13,7,20,19,17,36,20,29,49,4,6,10,87,116,203,0,0,0,7,7,14,36,43,79,258,246,504,21,19,40,24,22,46,521,623,1144,220,226,446,8,7,15,4496,4930,9426,4,6,10,3,0,3,0,4,4,0,0,0,19,29,48,19,29,48,2098,1958,4056,69,56,125,798,606,1404,7526,7653,15179,Indigo (S)
23430,2037,2453,4490,8390,10142,18532,3,8,11,646,809,1455,3,7,10,19583,21642,41225,147,205,352,4968,5087,10055,239,270,509,122,119,241,384,425,809,191,208,399,119,148,267,541,668,1209,1716,1986,3702,80,106,186,80,108,188,2227,2875,5102,939,1152,2091,74,73,147,40452,46038,86490,1388,1150,2538,1118,1070,2188,611,678,1289,3,5,8,933,632,1565,936,637,1573,16580,15172,31752,793,449,1242,5716,5148,10864,69631,72795,142426,Kingston (C)
23670,2597,2836,5433,8921,10405,19326,3,3,6,1772,2046,3818,123,125,248,18076,19893,37969,273,362,635,2091,2038,4129,146,185,331,274,291,565,666,757,1423,293,305,598,243,274,517,1457,1644,3101,1905,2200,4105,242,293,535,231,244,475,2805,3565,6370,1873,2163,4036,205,265,470,41599,47058,88657,1559,1502,3061,905,893,1798,88,101,189,8,0,8,658,763,1421,666,763,1429,19952,17459,37411,839,479,1318,5202,4803,10005,73407,75894,149301,Knox (C)
23810,249,279,528,5991,7205,13196,0,0,0,340,394,734,58,70,128,8817,9660,18477,30,50,80,420,383,803,181,225,406,99,118,217,231,286,517,23,23,46,48,50,98,335,440,775,1463,1680,3143,135,203,338,64,89,153,1378,1777,3155,740,835,1575,26,31,57,20379,23519,43898,103,92,195,156,121,277,9,14,23,0,0,0,112,156,268,112,156,268,10437,9337,19774,439,255,694,3481,3257,6738,35365,37030,72395,Latrobe (C)
23940,16,15,31,771,861,1632,0,0,0,91,121,212,0,0,0,681,678,1359,28,25,53,18,12,30,3,3,6,6,0,6,15,11,26,4,0,4,12,7,19,22,26,48,205,180,385,7,8,15,7,7,14,505,498,1003,64,67,131,0,3,3,2439,2507,4946,0,3,3,6,3,9,5,0,5,0,0,0,9,12,21,9,12,21,892,759,1651,20,6,26,421,345,766,3808,3650,7458,Loddon (S)
24130,97,146,243,3253,3790,7043,0,0,0,212,274,486,62,47,109,5816,5956,11772,51,60,111,190,179,369,36,40,76,21,29,50,151,165,316,4,3,7,29,30,59,105,111,216,576,663,1239,27,29,56,29,32,61,1160,1548,2708,395,482,877,15,23,38,12132,13461,25593,20,16,36,40,41,81,22,15,37,0,5,5,50,83,133,50,88,138,6297,5710,12007,223,119,342,1732,1651,3383,20613,21247,41860,Macedon Ranges (S)
24210,2055,2588,4643,5068,6003,11071,9,6,15,1261,1577,2838,72,95,167,14141,15338,29479,213,275,488,5685,5941,11626,62,98,160,60,63,123,416,462,878,343,354,697,263,272,535,604,665,1269,1189,1368,2557,96,99,195,65,64,129,1894,2548,4442,1063,1244,2307,43,49,92,32547,36521,69068,635,665,1300,1185,1180,2365,263,286,549,3,7,10,545,561,1106,548,568,1116,12879,11733,24612,393,254,647,3534,3466,7000,54039,57261,111300,Manningham (C)
24250,24,32,56,726,904,1630,0,0,0,30,34,64,0,0,0,931,931,1862,0,3,3,25,15,40,4,0,4,8,3,11,35,48,83,0,0,0,7,3,10,21,21,42,116,121,237,3,6,9,9,16,25,236,279,515,62,85,147,5,4,9,2218,2473,4691,3,10,13,4,3,7,8,4,12,0,0,0,18,13,31,18,13,31,1246,1073,2319,63,34,97,349,318,667,3933,3960,7893,Mansfield (S)
24330,3396,3783,7179,1806,2238,4044,3,4,7,460,501,961,0,0,0,8326,8943,17269,62,70,132,2056,2123,4179,55,74,129,43,53,96,123,157,280,148,128,276,126,132,258,188,191,379,440,510,950,29,34,63,45,46,91,565,763,1328,412,463,875,29,41,70,14916,16471,31387,1442,859,2301,1872,1402,3274,32,38,70,4,7,11,488,325,813,492,332,824,9635,8885,18520,535,271,806,4073,3200,7273,36393,35241,71634,Maribyrnong (C)
24410,858,1053,1911,6650,8171,14821,0,0,0,1867,2082,3949,56,71,127,11176,12285,23461,282,398,680,729,782,1511,90,122,212,136,148,284,736,890,1626,32,32,64,147,179,326,739,862,1601,1365,1519,2884,184,246,430,207,224,431,2290,3174,5464,1498,1878,3376,225,274,499,28409,33337,61746,499,424,923,309,285,594,58,41,99,5,7,12,475,490,965,480,497,977,15309,13690,28999,673,368,1041,3794,3756,7550,50389,53451,103840,Maroondah (C)
24600,3084,3989,7073,2891,3217,6108,6,3,9,436,513,949,5,7,12,7730,8409,16139,50,64,114,672,755,1427,26,41,67,35,31,66,223,249,472,101,114,215,182,202,384,242,366,608,682,866,1548,43,69,112,32,27,59,938,1181,2119,704,931,1635,43,36,79,15041,17081,32122,1566,1167,2733,2193,2011,4204,258,275,533,3,0,3,324,282,606,327,282,609,16229,15446,31675,797,363,1160,7280,6237,13517,46775,46851,93626,Melbourne (C)
24650,1427,1623,3050,4638,5371,10009,22,30,52,567,653,1220,79,69,148,19689,20561,40250,79,93,172,3332,3396,6728,303,364,667,155,199,354,270,286,556,371,372,743,229,236,465,610,682,1292,832,962,1794,105,127,232,141,157,298,1360,1645,3005,1006,1075,2081,57,71,128,33845,36349,70194,1079,996,2075,2112,2017,4129,24,16,40,0,0,0,662,583,1245,662,583,1245,9892,8793,18685,465,287,752,4759,4330,9089,54265,54994,109259,Melton (S)
24780,157,168,325,3617,4235,7852,0,0,0,165,194,359,5,10,15,6006,6449,12455,139,200,339,307,277,584,78,99,177,131,132,263,466,525,991,9,6,15,52,55,107,319,363,682,723,815,1538,138,197,335,137,164,301,2019,2478,4497,452,510,962,50,50,100,14813,16759,31572,101,57,158,485,425,910,9,5,14,6,6,12,99,113,212,105,119,224,6616,5902,12518,210,111,321,2479,2458,4937,24975,26004,50979,Mildura (RC)
24850,78,108,186,2913,3163,6076,0,0,0,160,141,301,4,0,4,5356,5569,10925,11,15,26,227,221,448,22,28,50,34,44,78,107,113,220,3,3,6,18,17,35,68,82,150,612,625,1237,64,77,141,23,30,53,746,886,1632,219,248,467,7,6,13,10594,11268,21862,37,38,75,122,95,217,3,8,11,7,0,7,74,94,168,81,94,175,4580,3947,8527,194,119,313,1660,1611,3271,17349,17288,34637,Mitchell (S)
24900,67,54,121,2372,2637,5009,0,0,0,73,106,179,52,46,98,4189,4433,8622,56,69,125,52,47,99,20,37,57,11,14,25,66,63,129,0,0,0,12,20,32,81,93,174,662,724,1386,40,36,76,15,13,28,1436,1609,3045,186,186,372,4,11,15,9327,10144,19471,29,26,55,152,121,273,3,6,9,3,3,6,70,70,140,73,73,146,2906,2484,5390,93,47,140,1334,1185,2519,13984,14140,28124,Moira (S)
24970,5518,5864,11382,6463,8031,14494,6,7,13,1560,1841,3401,27,43,70,18456,20252,38708,226,280,506,7120,7434,14554,133,202,335,138,142,280,464,482,946,501,533,1034,269,324,593,861,1037,1898,1817,2132,3949,75,106,181,119,142,261,3258,4202,7460,1605,1861,3466,131,148,279,43229,49199,92428,3722,3222,6944,1908,1584,3492,384,404,788,3,3,6,1221,886,2107,1224,889,2113,20902,18461,39363,689,366,1055,6041,5677,11718,83617,85666,169283,Monash (C)
25060,1229,1655,2884,3818,4741,8559,22,15,37,419,515,934,3,4,7,21740,24048,45788,62,79,141,3191,3346,6537,98,128,226,23,38,61,189,271,460,195,248,443,106,114,220,219,272,491,764,917,1681,41,60,101,27,36,63,1533,2050,3583,485,632,1117,33,29,62,32968,37543,70511,1009,761,1770,1508,1530,3038,43,25,68,3,3,6,415,303,718,418,306,724,10468,9536,20004,485,271,756,3932,3756,7688,52060,55383,107443,Moonee Valley (C)
25150,68,89,157,2137,2533,4670,0,0,0,123,173,296,0,4,4,4313,4411,8724,22,19,41,178,133,311,45,49,94,17,31,48,104,129,233,0,0,0,7,14,21,55,73,128,395,453,848,30,36,66,27,20,47,703,895,1598,224,268,492,10,9,19,8390,9250,17640,33,26,59,35,29,64,13,6,19,3,0,3,61,73,134,64,73,137,4057,3467,7524,138,93,231,1227,1065,2292,14025,14098,28123,Moorabool (S)
25250,1546,1854,3400,3523,4503,8026,70,71,141,371,506,877,27,37,64,22844,25942,48786,60,64,124,5650,6006,11656,150,209,359,99,97,196,254,316,570,153,125,278,137,136,273,206,289,495,764,894,1658,83,121,204,43,35,78,1170,1667,2837,623,809,1432,36,49,85,36263,41876,78139,2098,1387,3485,7358,6355,13713,91,119,210,4,5,9,849,651,1500,853,656,1509,16800,16719,33519,951,567,1518,6171,5578,11749,72131,75111,147242,Moreland (C)
25340,494,676,1170,14043,16509,30552,0,0,0,978,1245,2223,3,6,9,15067,16798,31865,152,187,339,950,903,1853,238,322,560,157,171,328,388,412,800,32,25,57,94,117,211,359,410,769,2428,2815,5243,129,183,312,30,39,69,3100,4121,7221,1171,1316,2487,73,84,157,39392,45663,85055,115,142,257,122,99,221,106,121,227,0,0,0,198,318,516,198,318,516,21891,19896,41787,838,563,1401,6885,7087,13972,70041,74565,144606,Mornington Peninsula (S)
22310,1241,1560,2801,4973,6085,11058,3,0,3,367,492,859,6,9,15,12212,14084,26296,60,76,136,4176,4513,8689,105,133,238,53,60,113,259,341,600,88,88,176,79,84,163,190,243,433,900,1087,1987,27,68,95,32,46,78,1566,2228,3794,560,703,1263,61,70,131,25717,30410,56127,2355,1698,4053,516,428,944,11929,12844,24773,0,0,0,552,437,989,552,437,989,15615,14429,30044,715,447,1162,5121,4999,10120,63761,67252,131013,Glen Eira (C)
25430,110,143,253,1110,1435,2545,0,0,0,107,135,242,42,34,76,1160,1217,2377,71,83,154,40,37,77,12,25,37,10,6,16,34,41,75,0,0,0,9,7,16,40,46,86,214,229,443,27,36,63,5,7,12,629,769,1398,175,192,367,11,14,25,3696,4313,8009,9,13,22,12,11,23,6,12,18,6,5,11,68,82,150,74,87,161,3308,3124,6432,135,111,246,1364,1063,2427,8714,8877,17591,Mount Alexander (S)
25490,29,38,67,1062,1208,2270,0,0,0,116,126,242,0,0,0,2398,2510,4908,18,12,30,10,10,20,8,15,23,3,6,9,139,152,291,0,0,0,12,10,22,26,27,53,692,642,1334,13,5,18,10,23,33,651,748,1399,122,148,270,9,4,13,5289,5646,10935,4,0,4,7,6,13,3,3,6,7,6,13,11,35,46,18,41,59,1826,1597,3423,53,35,88,675,685,1360,7904,8051,15955,Moyne (S)
25620,44,53,97,1184,1343,2527,0,0,0,84,98,182,0,0,0,1203,1213,2416,13,10,23,51,41,92,20,19,39,4,5,9,39,36,75,0,0,0,14,13,27,32,39,71,254,237,491,14,15,29,29,20,49,369,468,837,115,143,258,8,9,17,3433,3709,7142,3,3,6,5,3,8,3,3,6,3,3,6,22,37,59,25,40,65,2258,1935,4193,94,46,140,750,652,1402,6615,6444,13059,Murrindindi (S)
25710,221,369,590,4133,4593,8726,0,0,0,483,577,1060,169,187,356,8029,8492,16521,33,37,70,975,913,1888,40,55,95,21,27,48,186,227,413,16,22,38,44,32,76,153,160,313,684,777,1461,56,88,144,23,33,56,1131,1455,2586,549,636,1185,17,30,47,16742,18341,35083,71,64,135,138,127,265,33,40,73,0,0,0,122,156,278,122,156,278,10111,8989,19100,378,251,629,2080,2110,4190,29896,30447,60343,Nillumbik (S)
25810,22,20,42,938,1025,1963,0,0,0,62,84,146,53,53,106,1097,1161,2258,32,43,75,9,11,20,14,19,33,3,9,12,102,100,202,3,9,12,11,13,24,37,35,72,204,201,405,38,49,87,14,16,30,891,1066,1957,62,65,127,3,6,9,3573,3965,7538,8,7,15,19,8,27,0,5,5,0,0,0,16,23,39,16,23,39,1626,1382,3008,76,12,88,568,514,1082,5908,5936,11844,Northern Grampians (S)
25900,851,1165,2016,4598,5138,9736,0,0,0,281,328,609,0,7,7,8813,10182,18995,36,36,72,2138,2207,4345,64,108,172,21,26,47,274,315,589,49,52,101,60,82,142,79,136,215,635,779,1414,15,35,50,21,29,50,876,1111,1987,477,620,1097,43,43,86,18480,21234,39714,1021,669,1690,552,470,1022,1932,1958,3890,5,0,5,290,308,598,295,308,603,15747,14896,30643,847,523,1370,5591,4832,10423,45316,46055,91371,Port Phillip (C)
25990,21,21,42,682,711,1393,0,0,0,11,17,28,4,0,4,684,689,1373,14,24,38,8,9,17,5,4,9,3,3,6,18,17,35,0,0,0,3,3,6,17,17,34,188,172,360,7,20,27,8,15,23,363,398,761,41,41,82,4,6,10,2060,2146,4206,0,3,3,3,3,6,3,0,3,3,0,3,11,23,34,14,23,37,876,788,1664,38,14,52,412,244,656,3427,3242,6669,Pyrenees (S)
26080,12,13,25,303,356,659,0,0,0,24,23,47,0,0,0,285,314,599,0,4,4,10,11,21,0,0,0,0,0,0,3,13,16,0,0,0,0,3,3,15,22,37,56,55,111,0,3,3,0,0,0,135,193,328,25,21,46,0,0,0,856,1018,1874,3,0,3,0,0,0,0,3,3,0,0,0,8,5,13,8,5,13,402,420,822,8,5,13,134,111,245,1423,1575,2998,Queenscliffe (B)
26170,71,101,172,2409,2748,5157,0,0,0,96,116,212,10,7,17,2428,2582,5010,8,10,18,44,44,88,28,36,64,8,18,26,72,79,151,0,7,7,20,20,40,83,123,206,526,568,1094,45,68,113,25,36,61,1135,1464,2599,284,309,593,7,10,17,7228,8245,15473,16,15,31,14,18,32,11,16,27,0,0,0,34,57,91,34,57,91,4454,3997,8451,176,102,278,1411,1242,2653,13415,13793,27208,South Gippsland (S)
26260,22,32,54,1085,1321,2406,0,0,0,94,119,213,45,46,91,1612,1792,3404,11,15,26,12,13,25,21,35,56,4,6,10,659,685,1344,0,0,0,7,12,19,58,76,134,557,575,1132,18,31,49,9,13,22,1081,1228,2309,149,140,289,3,3,6,5425,6110,11535,9,10,19,7,7,14,3,3,6,3,0,3,12,26,38,15,26,41,1818,1515,3333,53,37,90,667,601,1268,8019,8341,16360,Southern Grampians (S)
26350,1074,1471,2545,6181,7657,13838,0,4,4,271,302,573,7,3,10,8719,10692,19411,47,31,78,2541,2776,5317,49,59,108,28,26,54,195,266,461,63,64,127,78,97,175,125,192,317,896,998,1894,15,33,48,16,24,40,1432,1873,3305,443,623,1066,28,51,79,21134,25771,46905,1253,886,2139,578,505,1083,2193,2380,4573,0,0,0,283,236,519,283,236,519,12994,12373,25367,662,367,1029,4614,4370,8984,44785,48359,93144,Stonnington (C)
26430,24,36,60,883,946,1829,0,0,0,66,49,115,0,0,0,1082,1157,2239,4,5,9,29,18,47,8,5,13,13,25,38,20,29,49,0,0,0,4,3,7,13,18,31,273,261,534,19,22,41,10,6,16,400,475,875,74,72,146,11,7,18,2909,3098,6007,9,9,18,7,4,11,4,0,4,0,0,0,14,24,38,14,24,38,1301,1111,2412,46,17,63,431,442,873,4745,4741,9486,Strathbogie (S)
26490,121,155,276,1786,2098,3884,0,0,0,217,251,468,0,0,0,2845,3114,5959,12,17,29,95,86,181,49,55,104,4,7,11,121,137,258,0,3,3,7,9,16,45,57,102,408,428,836,34,44,78,10,15,25,843,1112,1955,196,237,433,4,12,16,6676,7682,14358,14,16,30,19,24,43,12,17,29,0,0,0,49,62,111,49,62,111,4505,3858,8363,173,95,268,1263,1128,2391,12832,13037,25869,Surf Coast (S)
26610,233,199,432,1460,1596,3056,0,0,0,70,63,133,51,66,117,2738,2808,5546,132,179,311,60,54,114,19,22,41,26,30,56,77,76,153,5,4,9,77,78,155,87,87,174,369,404,773,20,36,56,21,38,59,996,1135,2131,156,194,350,7,8,15,6371,6878,13249,45,32,77,115,76,191,4,4,8,8,6,14,134,76,210,142,82,224,2339,1948,4287,67,31,98,987,896,1883,10303,10146,20449,Swan Hill (RC)
26670,8,12,20,799,818,1617,0,0,0,56,44,100,0,0,0,616,613,1229,3,4,7,3,0,3,18,21,39,3,6,9,31,24,55,0,0,0,0,4,4,12,15,27,126,116,242,4,5,9,9,10,19,240,298,538,71,79,150,3,5,8,1994,2062,4056,0,0,0,3,0,3,0,3,3,0,0,0,8,11,19,8,11,19,725,622,1347,18,13,31,219,192,411,2975,2915,5890,Towong (S)
26700,92,96,188,2275,2658,4933,0,0,0,102,113,215,49,33,82,3777,4151,7928,22,23,45,51,45,96,43,52,95,21,30,51,129,155,284,4,0,4,84,90,174,100,124,224,561,588,1149,32,61,93,14,29,43,884,1123,2007,245,289,534,9,9,18,8402,9573,17975,25,10,35,19,19,38,3,5,8,0,0,0,28,38,66,28,38,66,3219,2895,6114,118,82,200,1079,1111,2190,12985,13829,26814,Wangaratta (RC)
26730,108,111,219,1553,1921,3474,0,0,0,229,290,519,28,38,66,5187,5790,10977,66,76,142,54,56,110,25,51,76,18,17,35,183,236,419,0,0,0,14,22,36,118,148,266,1227,1365,2592,58,80,138,21,28,49,778,1069,1847,317,327,644,5,6,11,9881,11520,21401,36,27,63,30,33,63,6,6,12,10,3,13,30,23,53,40,26,66,3806,3396,7202,149,80,229,1433,1339,2772,15489,16538,32027,Warrnambool (C)
26810,131,143,274,4400,5070,9470,0,0,0,267,309,576,34,45,79,4378,4778,9156,11,9,20,65,64,129,58,64,122,42,37,79,105,101,206,8,8,16,18,32,50,69,93,162,782,758,1540,36,57,93,29,43,72,1331,1674,3005,311,333,644,15,17,32,11959,13492,25451,48,41,89,38,40,78,6,5,11,0,3,3,75,96,171,75,99,174,5650,4970,10620,181,118,299,2696,1748,4444,20784,20656,41440,Wellington (S)
26890,6,3,9,355,388,743,0,0,0,6,7,13,0,0,0,355,358,713,12,11,23,9,9,18,3,7,10,4,3,7,90,84,174,0,0,0,3,0,3,14,13,27,119,112,231,17,23,40,3,3,6,425,468,893,30,42,72,0,3,3,1445,1531,2976,3,3,6,5,3,8,0,0,0,0,0,0,10,10,20,10,10,20,498,419,917,7,5,12,174,130,304,2148,2104,4252,West Wimmera (S)
26980,3435,4176,7611,7344,9166,16510,0,4,4,2055,2554,4609,15,30,45,15803,17933,33736,367,440,807,3371,3592,6963,125,141,266,117,135,252,526,646,1172,119,125,244,231,316,547,742,920,1662,1674,2076,3750,292,429,721,193,260,453,3233,4622,7855,1562,1869,3431,96,137,233,37865,45395,83260,1631,1375,3006,860,714,1574,133,169,302,0,0,0,811,687,1498,811,687,1498,21634,19867,41501,727,447,1174,5725,5684,11409,72821,78514,151335,Whitehorse (C)
27070,2532,2842,5374,5269,6088,11357,40,28,68,617,682,1299,13,23,36,24630,26617,51247,56,70,126,11910,11955,23865,226,271,497,159,158,317,201,218,419,436,413,849,159,162,321,635,734,1369,1074,1199,2273,127,151,278,99,127,226,1372,1716,3088,1047,1135,2182,48,48,96,48118,51795,99913,1966,1742,3708,5204,5023,10227,42,41,83,9,14,23,1791,1423,3214,1800,1437,3237,11414,10101,21515,555,341,896,5160,4767,9927,76791,78089,154880,Whittlesea (C)
27170,123,125,248,3299,3721,7020,0,0,0,297,368,665,7,6,13,4865,5167,10032,18,32,50,105,100,205,95,115,210,33,41,74,400,480,880,4,3,7,35,39,74,174,216,390,526,637,1163,69,76,145,34,41,75,912,1171,2083,380,438,818,7,5,12,11260,12656,23916,96,96,192,51,32,83,5,8,13,0,0,0,60,72,132,60,72,132,4336,3786,8122,214,86,300,1358,1155,2513,17503,18016,35519,Wodonga (RC)
27260,1951,2201,4152,7879,8896,16775,0,0,0,1456,1601,3057,83,77,160,23873,25595,49468,153,161,314,2975,2982,5957,267,314,581,330,332,662,594,650,1244,230,210,440,386,399,785,890,1015,1905,1646,1934,3580,157,219,376,148,172,320,2184,2623,4807,1697,1871,3568,160,158,318,45108,49209,94317,3624,3287,6911,4223,4129,8352,61,38,99,0,3,3,1300,1102,2402,1300,1105,2405,16499,14602,31101,747,453,1200,7068,5970,13038,80581,80994,161575,Wyndham (C)
27350,1663,2249,3912,2492,3064,5556,0,0,0,201,220,421,0,3,3,6770,8004,14774,28,38,66,1709,1793,3502,22,29,51,10,14,24,146,197,343,50,54,104,45,46,91,90,118,208,382,427,809,38,48,86,10,21,31,644,903,1547,364,451,815,34,38,72,13035,15468,28503,275,197,472,814,795,1609,216,226,442,3,0,3,217,230,447,220,230,450,14920,14516,29436,822,440,1262,4193,3813,8006,36158,37934,74092,Yarra (C)
27450,604,851,1455,9672,11264,20936,0,0,0,1536,1701,3237,125,122,247,14077,15120,29197,348,434,782,551,556,1107,254,305,559,151,172,323,667,709,1376,18,22,40,159,176,335,830,960,1790,2022,2302,4324,193,249,442,457,558,1015,2810,3676,6486,2520,2845,5365,183,197,380,36573,41368,77941,131,136,267,175,131,306,95,90,185,8,10,18,413,581,994,421,591,1012,25710,23126,48836,1072,628,1700,6730,6109,12839,71511,73030,144541,Yarra Ranges (S)
27630,12,8,20,527,619,1146,0,0,0,52,55,107,0,0,0,636,633,1269,11,13,24,11,7,18,0,3,3,6,9,15,349,349,698,0,0,0,3,0,3,32,40,72,102,95,197,0,4,4,3,4,7,688,755,1443,56,63,119,0,3,3,2476,2652,5128,8,3,11,14,12,26,3,0,3,0,0,0,11,14,25,11,14,25,626,500,1126,19,12,31,364,355,719,3533,3556,7089,Yarriambiack (S)
29399,6,10,16,58,37,95,0,0,0,4,0,4,0,0,0,95,57,152,0,0,0,7,3,10,0,0,0,0,0,0,9,4,13,0,0,0,0,3,3,3,0,3,4,3,7,0,0,0,0,0,0,10,9,19,3,4,7,0,0,0,193,120,313,3,0,3,0,0,0,3,3,6,0,0,0,0,3,3,0,3,3,175,122,297,32,6,38,76,51,127,488,315,803,Unincorporated Vic
29499,108,88,196,397,323,720,0,0,0,58,54,112,0,0,0,655,645,1300,4,16,20,66,60,126,12,14,26,24,15,39,29,20,49,17,3,20,9,14,23,24,38,62,105,73,178,13,10,23,7,4,11,105,104,209,99,109,208,3,4,7,1627,1506,3133,50,29,79,111,122,233,9,9,18,4,0,4,65,41,106,69,41,110,1307,1047,2354,98,55,153,1293,739,2032,4672,3636,8308,
30250,0,0,0,16,27,43,0,0,0,0,0,0,0,0,0,6,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,72,86,158,0,0,0,0,0,0,223,207,430,12,6,18,0,0,0,329,348,677,0,0,0,0,0,0,0,0,0,45,32,77,5,9,14,50,41,91,117,109,226,0,0,0,144,156,300,640,654,1294,Aurukun (S)
30300,9,4,13,768,748,1516,0,0,0,5,12,17,3,0,3,720,710,1430,3,0,3,3,3,6,3,3,6,4,4,8,33,29,62,0,0,0,3,3,6,14,33,47,124,114,238,12,7,19,8,3,11,134,134,268,50,63,113,0,0,0,1887,1866,3753,4,0,4,0,0,0,0,0,0,3,3,6,3,3,6,6,6,12,257,225,482,7,6,13,266,176,442,2436,2283,4719,Balonne (S)
30370,48,59,107,1810,1831,3641,0,0,0,193,186,379,0,0,0,1760,1726,3486,8,8,16,25,18,43,43,52,95,17,7,24,312,296,608,0,0,0,28,45,73,51,60,111,390,341,731,22,23,45,13,21,34,581,632,1213,162,147,309,9,5,14,5424,5398,10822,16,13,29,20,11,31,0,0,0,0,5,5,6,6,12,6,11,17,1261,971,2232,48,11,59,656,502,1158,7479,6976,14455,Banana (S)
30410,5,4,9,452,440,892,0,0,0,6,4,10,0,0,0,476,478,954,3,0,3,3,3,6,8,13,21,0,6,6,11,13,24,0,0,0,0,0,0,5,6,11,39,35,74,3,3,6,0,0,0,190,215,405,24,20,44,0,3,3,1220,1239,2459,4,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,241,231,472,11,0,11,139,117,256,1620,1595,3215,Barcaldine (R)
30450,0,0,0,61,60,121,0,0,0,3,0,3,0,0,0,46,39,85,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,13,8,21,0,0,0,0,0,0,16,21,37,4,3,7,0,0,0,143,135,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,42,0,0,0,23,5,28,190,158,348,Barcoo (S)
30760,4,0,4,351,371,722,0,0,0,7,10,17,0,0,0,324,341,665,0,0,0,0,0,0,15,22,37,0,0,0,9,11,20,0,0,0,0,5,5,9,5,14,46,41,87,5,5,10,0,3,3,80,83,163,16,20,36,0,0,0,862,917,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,124,263,7,0,7,77,69,146,1089,1110,2199,Blackall Tambo (R)
